MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Possible Mental Illness Seen in Any Mental Health,402,0.608,Percent 
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,516,0.049,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,546,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,548,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,573,0.032,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,672,0.043,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,673,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,596A4,0.053,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,603,0.045,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,614,0.063,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,621,0.052,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,626,0.057,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,538,0.111,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,539,0.062,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,541,0.020,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,552,0.043,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,506,0.042,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,515,0.070,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,550,0.045,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,553,0.069,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,583,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,610,0.054,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,537,0.061,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,556,0.059,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,578,0.050,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,607,0.068,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,676,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,695,0.064,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,589,0.046,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,589A4,0.022,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,589A5,0.087,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,657,0.086,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,502,0.081,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,520,0.031,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,564,0.052,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,580,0.048,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,586,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,598,0.052,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,623,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,635,0.055,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,667,0.060,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,549,0.032,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,671,0.041,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,674,0.038,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,501,0.028,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,644,0.050,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,678,0.075,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,436,0.007,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,554,0.018,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,575,0.040,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,660,0.040,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,666,0.133,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,531,0.045,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,648,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,653,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,663,0.031,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,668,0.034,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,459,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,570,0.054,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,612A4,0.023,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,640,0.044,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,654,0.053,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,662,0.023,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,593,0.046,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,600,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,605,0.045,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,664,0.030,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,691,0.028,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,437,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,438,0.037,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,568,0.044,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,618,0.024,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,636,0.037,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,636A6,0.042,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,636A8,0.042,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Inpatient Mental Health,656,0.044,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,405,0.026,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,518,0.057,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,523,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,631,0.006,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,689,0.027,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,528,0.047,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,528A5,0.069,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,528A6,0.246,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,528A8,0.019,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,561,0.050,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,620,0.100,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,630,0.037,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,632,0.021,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,529,0.080,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,540,0.024,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,542,0.233,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,595,0.030,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,642,0.008,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,646,0.038,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,693,0.020,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,512,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,613,0.096,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,558,0.000,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,590,0.057,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,637,0.028,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,652,0.010,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,658,0.040,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,659,0.020,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,508,0.004,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,509,0.022,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,521,0.002,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,557,0.074,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,619,0.025,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,679,0.085,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,516,0.029,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,546,0.018,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,573,0.010,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,673,0.005,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,675,0.009,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,596A4,0.028,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,603,0.015,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,614,0.020,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,621,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,626,0.007,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,538,0.093,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,539,0.056,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,541,0.033,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,552,0.037,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,515,0.067,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,550,0.022,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,553,0.014,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,583,0.012,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,610,0.021,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,537,0.031,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,556,0.100,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,578,0.024,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,607,0.019,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,676,0.052,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,695,0.060,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,589,0.036,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,589A4,0.003,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,589A5,0.057,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,657,0.037,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,657A5,0.005,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,502,0.000,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,520,0.031,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,580,0.004,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,586,0.025,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,598,0.051,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,635,0.003,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,667,0.000,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,549,0.036,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,671,0.017,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,674,0.052,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,501,0.021,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,519,0.039,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,644,0.006,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,649,0.064,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,678,0.014,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,436,0.020,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,554,0.015,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,660,0.024,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,666,0.156,Percent
MH Service Utilization With a Possible or Confirmed Mental Illness,Proportion of Veterans with Confirmed Mental Illness Seen in Residential Mental Health,463,0.040,Percent
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,662,38.09,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,593,9.89,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,600,20.47,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,605,28.13,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,664,9.83,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,691,44.12,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,437,8.68,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,438,10.52,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,568,9.44,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,618,12.99,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,636,33.59,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,636A6,10.95,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,636A8,13.98,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - Substance Use Disorder,656,4.59,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,402,8.02,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,405,15.01,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,518,24.82,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,523,16.86,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,608,7.63,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,631,12.4,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,650,12.09,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,689,16.82,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,528,13.22,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,528A5,15.44,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,528A6,35.76,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,528A7,9.78,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,528A8,14.37,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,526,16.24,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,561,15.33,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,620,22,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,630,15.08,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,632,16.79,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,460,9.18,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,503,8.48,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,529,15.83,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,540,10.44,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,542,25.56,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,562,12.57,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,595,12.95,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,642,11.98,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,646,15.84,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,693,9.92,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,512,17.98,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,613,17.73,Number
Mental Health Workload,Average O/P Stops by Stop Type (Among Veterans with >=1 Stop)  - All Mental Health,688,13.62,Number
